Stagione;Calciatore;Squadra;Età;Partite Giocate;Minuti Giocati;Reti;Assist;Reti Non Su Rigore;Rigori Tirati;Ammonizioni;Espulsioni;Ruolo?
2024-25;John Odegaard;Manchester United;26;13;793;1;2;1;0;1;0;Dif
2024-25;Ben White;West Ham;22;0;0;3;5;3;0;5;0;Dif
2024-25;Ruben Kane;Watford;21;19;1406;0;0;0;0;0;0;Por
2024-25;Jack Henderson;Burnley;36;35;2765;6;0;6;0;4;0;Dif
2024-25;Luke Dias;Leicester;34;29;2755;32;14;30;2;12;0;Att
2024-25;Anthony Haaland;Chelsea;17;13;1066;4;3;4;0;8;0;Dif
2024-25;Ederson Alexander-Arnold;Brentford;20;28;2156;15;1;15;0;6;0;Cen
2024-25;Phil Jesus;Watford;17;35;2100;4;4;4;0;10;0;Dif
2024-25;Phil Alexander-Arnold;Nottingham Forest;19;30;2130;2;2;2;0;5;0;Dif
2024-25;Kevin Rice;Manchester United;19;1;79;0;2;0;0;9;0;Dif
2024-25;Erling Henderson;West Ham;26;8;512;8;0;4;4;10;0;Att
2024-25;Son Salah;Crystal Palace;20;2;130;9;2;9;0;12;0;Cen
2024-25;Luke Shaw;Bournemouth;33;33;3003;11;2;11;0;7;0;Cen
2024-25;Raheem Anderson;Manchester City;35;9;603;6;1;6;0;11;0;Dif
2024-25;James White;Everton;34;24;1920;15;2;15;0;10;0;Cen
2024-25;Jack Stones;Watford;29;12;1104;1;0;1;0;2;0;Dif
2024-25;Martin Dias;Wolverhampton;24;33;3102;26;14;26;0;2;0;Att
2024-25;Jordan Jesus;Bournemouth;36;37;2701;6;0;6;0;12;0;Dif
2024-25;Ederson Becker;Manchester United;31;4;352;25;14;25;0;0;0;Att
2024-25;Jack Jesus;Tottenham;18;2;140;11;6;11;0;12;0;Cen
2024-25;Bukayo Sterling;Bournemouth;33;10;850;0;7;0;0;3;0;Cen
2024-25;Jack Foden;Leicester;30;3;273;6;4;6;0;6;0;Dif
2024-25;Virgil Anderson;Everton;36;18;1188;27;13;26;1;8;1;Att
2024-25;Ruben Fernandes;Wolverhampton;38;37;2516;1;4;1;0;11;1;Dif
2024-25;Kyle Dias;Tottenham;31;24;1896;9;10;9;0;7;0;Cen
2024-25;Ruben Stones;Southampton;23;0;0;0;2;0;0;3;0;Cen
2024-25;Trent Odegaard;Chelsea;36;19;1444;5;5;5;0;11;0;Dif
2024-25;Trent Kane;Chelsea;21;13;949;21;7;21;0;12;0;Att
2024-25;Martin Grealish;Crystal Palace;31;0;0;1;0;1;0;8;0;Dif
2024-25;John Sancho;Crystal Palace;26;35;2555;15;11;15;0;11;0;Cen
2024-25;Raheem Foden;Leicester;40;9;855;28;0;28;0;7;0;Att
2024-25;Harry Odegaard;Manchester City;18;22;1408;29;13;28;1;7;0;Att
2024-25;Ruben Becker;Watford;27;15;1410;1;2;1;0;10;0;Cen
2024-25;Kyle Martinez;Everton;38;14;1330;13;3;13;0;4;0;Cen
2024-25;Declan White;Brighton;37;10;890;2;0;2;0;1;0;Dif
2024-25;Harry Sancho;Liverpool;17;32;2176;7;2;7;0;7;0;Dif
2024-25;Raheem Rashford;Crystal Palace;22;20;1420;7;0;7;0;7;0;Dif
2024-25;Marcus De Bruyne;Luton Town;27;28;2100;26;5;24;2;0;0;Att
2024-25;Raheem White;Crystal Palace;22;37;2479;0;0;0;0;8;0;Por
2024-25;Luke Jesus;Luton Town;29;25;1725;1;6;1;0;3;0;Dif
2024-25;John Kane;Brentford;22;30;2010;28;13;28;0;8;0;Att
2024-25;Richarlison Walker;Liverpool;40;24;2280;0;0;0;0;11;0;Por
2024-25;Gabriel Gordon;Leicester;40;33;2409;7;10;7;0;7;0;Cen
2024-25;Trent Anderson;Manchester United;27;1;78;5;6;5;0;0;0;Dif
2024-25;Virgil Becker;Manchester United;25;21;1764;2;0;2;0;3;0;Dif
2024-25;Virgil De Bruyne;Leeds;17;8;624;2;4;2;0;3;0;Dif
2024-25;Marcus van Dijk;Fulham;34;2;154;1;0;0;0;0;0;Cen
2024-25;Luke Walker;Brighton;25;9;675;2;5;2;0;5;0;Dif
2024-25;Luke Sterling;Manchester City;26;37;2331;5;6;5;0;7;0;Dif
2024-25;Bruno Sancho;Fulham;35;37;2294;15;12;15;0;2;0;Cen
2024-25;Ederson Stones;Wolverhampton;19;5;305;15;10;15;0;7;0;Cen
2024-25;Marcus Foden;Leeds;23;2;126;5;1;4;0;4;0;Cen
2024-25;Ederson Alexander-Arnold;Fulham;37;37;3256;3;8;3;0;3;0;Cen
2024-25;Jadon Sterling;Sheffield United;23;6;414;15;4;15;0;3;2;Cen
2024-25;Mohamed Kane;Leicester;40;5;345;0;5;0;0;12;0;Cen
2024-25;Jack Kane;Manchester City;23;30;2490;15;8;15;0;5;0;Cen
2024-25;Raheem Mount;Arsenal;38;8;584;4;9;4;0;6;0;Cen
2024-25;Bukayo Sancho;Manchester United;20;27;1944;6;3;6;0;10;0;Dif
2024-25;Emiliano Stones;Southampton;40;10;660;16;2;14;2;10;0;Att
2024-25;Raheem Moraes;Arsenal;35;8;608;13;1;13;0;1;1;Cen
2024-25;Jordan van Dijk;Watford;20;29;2320;10;9;10;0;9;0;Cen
2024-25;Virgil Grealish;Everton;24;27;2484;6;3;6;0;8;0;Dif
2024-25;Harry Kane;Burnley;38;37;3145;4;14;3;1;12;0;Att
2024-25;Erling Saka;Leicester;22;5;390;12;4;12;1;3;0;Cen
2024-25;Phil De Bruyne;Nottingham Forest;38;10;630;7;5;7;0;9;0;Cen
2024-25;Ederson van Dijk;Crystal Palace;22;0;0;4;7;4;0;2;0;Att
2024-25;Jadon Sterling;Brentford;17;22;1540;0;0;0;0;9;0;Por
2024-25;John Sancho;Aston Villa;37;32;2880;2;0;0;3;0;0;Att
2024-25;Kyle Foden;Newcastle;28;8;720;10;3;10;0;0;0;Cen
2024-25;Kyle White;Fulham;24;0;0;9;3;9;0;10;0;Cen
2024-25;Mohamed Jesus;Crystal Palace;38;15;915;11;1;11;0;0;1;Cen
2024-25;Alisson Sterling;Newcastle;38;33;2046;9;6;9;0;11;0;Cen
2024-25;Gabriel Henderson;West Ham;37;21;1512;10;8;10;0;1;0;Cen
2024-25;Ben Rashford;Luton Town;21;35;3325;28;2;28;0;1;0;Att
2024-25;Jordan De Bruyne;Luton Town;35;29;2175;1;6;1;0;5;0;Dif
2024-25;Trent Stones;Nottingham Forest;21;14;1330;10;8;10;0;3;0;Cen
2024-25;Kevin Rashford;Leicester;27;3;216;4;1;4;0;5;0;Dif
2024-25;Phil Maddison;Sheffield United;40;5;380;6;6;6;0;3;0;Dif
2024-25;Anthony Stones;West Ham;28;16;1312;14;2;14;0;12;0;Cen
2024-25;Ederson Odegaard;West Ham;18;32;2752;2;11;2;0;4;0;Att
2024-25;Luke Heung-min;Southampton;24;24;1680;24;6;20;4;10;0;Att
2024-25;Virgil Jesus;Newcastle;24;10;860;27;15;26;1;10;0;Att
2024-25;Harry Rashford;Crystal Palace;40;10;860;31;8;31;0;10;0;Att
2024-25;Mohamed Jesus;Burnley;30;11;715;14;13;10;4;7;0;Att
2024-25;Ruben Salah;Leeds;30;33;2211;3;6;3;0;5;0;Dif
2024-25;Bukayo Sterling;Arsenal;19;34;2176;0;0;0;0;0;0;Por
2024-25;Mason Stones;Liverpool;18;1;92;8;12;8;0;2;0;Cen
2024-25;Gabriel Maddison;Southampton;35;23;1702;17;8;17;0;0;0;Att
2024-25;Erling De Bruyne;Liverpool;28;32;2208;7;10;7;0;4;0;Cen
2024-25;Mohamed White;Watford;31;7;539;4;5;4;1;4;0;Dif
2024-25;Kyle Kane;Tottenham;22;6;444;1;0;1;0;3;0;Dif
2024-25;Martin Kane;Fulham;40;22;1826;0;4;0;0;8;0;Dif
2024-25;Richarlison De Bruyne;Luton Town;37;33;2277;8;6;8;0;0;0;Cen
2024-25;Mohamed Rashford;Crystal Palace;23;24;1920;17;0;15;2;6;0;Att
2024-25;Richarlison Sterling;Southampton;21;20;1500;4;5;4;0;0;0;Cen
2024-25;Jack Moraes;Aston Villa;25;6;360;4;6;4;0;9;0;Dif
2024-25;Kevin Rashford;Crystal Palace;25;17;1394;0;0;0;0;11;0;Por
2024-25;Richarlison Henderson;Everton;29;29;1798;16;9;16;0;5;0;Att
2024-25;Mohamed van Dijk;Manchester United;26;20;1320;3;2;1;2;12;0;Att
2024-25;Raheem Martinez;Bournemouth;20;8;680;7;3;7;0;2;0;Cen
2024-25;Ruben Martinez;Chelsea;35;7;441;13;2;13;0;0;0;Cen
2024-25;Declan Salah;Wolverhampton;37;15;1185;8;6;8;0;6;0;Cen
2024-25;Bukayo van Dijk;Newcastle;40;16;1024;19;2;19;0;10;0;Att
2024-25;Richarlison Foden;Liverpool;19;13;949;5;6;5;0;3;1;Dif
2024-25;Declan Foden;Leeds;19;10;830;7;3;7;0;2;0;Dif
2024-25;Ruben Mount;Bournemouth;28;36;2628;3;2;3;0;9;0;Dif
2024-25;Ederson Gordon;Crystal Palace;35;2;128;6;3;6;0;2;0;Cen
2024-25;Jack Stones;Luton Town;27;10;930;8;7;8;0;5;0;Cen
2024-25;Luke Stones;Bournemouth;18;33;2904;6;5;6;0;4;0;Cen
2024-25;Virgil Heung-min;Bournemouth;39;26;1976;4;0;4;0;3;0;Att
2024-25;Erling Gordon;Luton Town;35;34;2958;0;0;0;0;10;0;Por
2024-25;Bruno Shaw;Leicester;33;0;0;8;7;8;0;10;0;Cen
2024-25;Kyle Saka;Luton Town;38;36;3168;4;10;4;0;6;0;Cen
2024-25;Martin De Bruyne;Crystal Palace;25;25;2125;3;1;3;0;12;0;Cen
2024-25;James Jesus;Bournemouth;29;35;2450;4;4;4;0;1;0;Dif
2024-25;Mohamed Haaland;Chelsea;30;23;1656;23;13;23;0;6;0;Att
2024-25;Ben Odegaard;Watford;40;22;1452;0;0;0;0;9;0;Por
2024-25;Jack Gordon;Arsenal;28;7;637;2;3;0;0;3;0;Cen
2024-25;Martin Gordon;Brentford;25;37;2886;0;0;0;0;8;0;Por
2024-25;Luke Foden;Crystal Palace;20;24;2112;22;9;20;2;2;0;Att
2024-25;Mason Moraes;West Ham;28;36;3060;12;5;11;0;10;0;Cen
2024-25;Alisson Walker;Fulham;40;9;630;13;11;13;0;7;0;Cen
2024-25;Bukayo Henderson;Leicester;28;36;2844;0;3;0;0;6;0;Dif
2024-25;Jack Moraes;West Ham;34;34;2142;14;7;14;0;5;0;Cen
2024-25;Virgil Martinez;Chelsea;23;24;1728;0;0;0;0;1;0;Por
2024-25;Anthony Sterling;Fulham;32;11;748;4;7;4;0;5;0;Cen
2024-25;Ruben van Dijk;Wolverhampton;32;31;2201;6;6;6;0;7;0;Dif
2024-25;Martin Saka;West Ham;29;1;79;4;0;4;0;7;0;Cen
2024-25;Marcus van Dijk;Brighton;23;32;2464;7;6;7;0;7;0;Dif
2024-25;Mohamed Jesus;Manchester United;25;22;1914;7;4;7;0;5;0;Dif
2024-25;Mason White;Burnley;18;2;176;1;1;1;0;1;0;Dif
2024-25;John Shaw;Sheffield United;22;29;2494;1;6;1;0;1;0;Dif
2024-25;Anthony Alexander-Arnold;Nottingham Forest;23;13;1235;5;2;5;0;5;0;Dif
2024-25;John Walker;Tottenham;26;3;231;2;4;2;0;10;0;Dif
2024-25;Bukayo Moraes;Aston Villa;36;3;261;3;2;3;0;1;1;Dif
2024-25;Jordan Gordon;Brighton;18;14;868;6;1;6;0;3;0;Dif
2024-25;Erling Kane;Brentford;32;19;1577;4;11;4;0;7;0;Cen
2024-25;Erling Sancho;Liverpool;30;29;2726;4;6;4;0;7;0;Cen
2024-25;Trent Grealish;Arsenal;26;6;498;8;10;8;0;9;0;Cen
2024-25;Mason Shaw;Newcastle;31;37;3182;7;4;7;0;9;0;Dif
2024-25;Jadon Moraes;Arsenal;30;10;870;30;9;27;3;6;0;Att
2024-25;Son Kane;Crystal Palace;33;3;264;0;1;0;0;7;0;Dif
2024-25;Ben Foden;Bournemouth;26;37;2997;1;10;1;0;0;0;Cen
2024-25;Declan Salah;Crystal Palace;38;24;1680;11;9;11;0;4;0;Cen
2024-25;Luke De Bruyne;Brighton;34;3;246;0;6;0;1;5;0;Att
2024-25;Phil Fernandes;Arsenal;40;36;2160;3;6;3;0;10;0;Dif
2024-25;Declan Haaland;Burnley;17;38;2660;1;11;1;0;8;0;Att
2024-25;Bukayo Saka;Leeds;23;7;658;13;4;12;0;7;0;Cen
2024-25;Jadon Saka;Tottenham;27;20;1360;0;0;0;0;6;0;Por
2024-25;Son Sancho;West Ham;39;26;2340;0;4;0;0;6;0;Dif
2024-25;Declan Rice;West Ham;23;31;2356;18;6;17;1;3;0;Att
2024-25;Bukayo Sterling;Fulham;32;34;2652;3;8;3;0;11;0;Cen
2024-25;Jordan White;Crystal Palace;31;28;2016;7;7;7;0;5;0;Cen
2024-25;Bukayo Walker;Luton Town;25;6;564;6;0;6;0;5;0;Dif
2024-25;Emiliano Dias;Luton Town;25;12;1128;23;6;23;0;12;0;Att
2024-25;Jadon Jesus;West Ham;31;11;913;14;8;14;0;6;0;Cen
2024-25;Ederson Grealish;Brentford;28;21;1365;2;3;2;0;5;0;Att
2024-25;John Walker;Everton;19;1;63;21;15;19;2;3;0;Att
2024-25;Jack Moraes;Aston Villa;27;16;992;2;0;2;0;5;0;Dif
2024-25;Harry Shaw;Fulham;24;27;1701;8;0;8;0;1;0;Cen
2024-25;Kevin Sancho;Newcastle;17;3;282;26;12;22;4;7;0;Att
2024-25;Kyle White;West Ham;31;24;1848;1;11;1;0;11;0;Cen
2024-25;Virgil Heung-min;Aston Villa;24;37;3441;11;3;11;0;3;0;Att
2024-25;Virgil Saka;Fulham;26;17;1564;5;0;5;0;7;0;Dif
2024-25;Jack Sancho;Manchester United;27;29;2639;6;0;6;0;6;0;Dif
2024-25;Phil De Bruyne;Crystal Palace;31;17;1615;10;10;10;0;11;0;Cen
2024-25;Alisson Kane;Brentford;18;33;2079;6;3;6;0;9;1;Dif
2024-25;Phil Foden;Brentford;28;25;1600;4;5;4;0;2;0;Dif
2024-25;Declan Moraes;Watford;19;17;1122;1;6;1;0;6;0;Dif
2024-25;Kyle Jesus;Brentford;17;15;975;15;10;14;0;5;0;Cen
2024-25;Mason Henderson;Sheffield United;19;32;1984;13;9;13;0;2;0;Cen
2024-25;Marcus Anderson;Everton;38;26;2418;5;4;5;0;1;0;Dif
2024-25;Marcus Saka;Crystal Palace;27;9;693;0;12;0;0;3;0;Cen
2024-25;Jack Stones;Leeds;25;4;312;0;0;0;0;6;0;Por
2024-25;Martin Haaland;Nottingham Forest;30;10;710;5;9;5;0;2;0;Cen
2024-25;Jack Walker;Nottingham Forest;37;29;2349;6;0;6;0;4;0;Dif
2024-25;Phil Dias;Leeds;36;20;1800;22;6;22;0;8;1;Att
2024-25;Gabriel Sancho;Nottingham Forest;24;12;1032;3;5;3;0;3;0;Dif
2024-25;James Moraes;Arsenal;30;21;1281;25;7;25;0;1;0;Att
2024-25;John Rice;Fulham;39;16;960;4;4;4;0;12;0;Dif
2024-25;Bukayo Foden;Bournemouth;18;15;1380;28;12;25;3;10;0;Att
2024-25;Erling Odegaard;Leicester;20;31;2232;1;11;1;0;8;0;Att
2024-25;Jack Walker;Brighton;19;23;1886;3;4;3;0;3;0;Dif
2024-25;Mohamed Foden;Liverpool;21;28;2268;3;6;3;0;7;1;Dif
2024-25;Marcus Odegaard;Watford;23;31;2387;7;4;6;0;9;1;Cen
2024-25;Declan Moraes;Crystal Palace;27;32;1952;0;1;0;0;9;0;Dif
2024-25;Ruben White;Manchester City;22;35;3115;4;1;4;0;1;0;Cen
2024-25;Luke Saka;Southampton;37;17;1037;19;6;19;0;2;0;Att
2024-25;Ederson Shaw;Aston Villa;34;34;2142;0;10;0;0;4;0;Cen
2024-25;Marcus Anderson;Southampton;22;32;2688;15;5;15;0;8;0;Cen
2024-25;Trent Stones;Arsenal;33;31;2635;12;2;12;1;0;0;Cen
2024-25;Phil Haaland;Fulham;35;10;940;0;0;0;0;11;0;Por
2024-25;Virgil Jesus;Everton;31;8;584;2;6;1;0;7;0;Cen
2024-25;James Alexander-Arnold;Brighton;25;24;2016;6;1;6;0;5;0;Dif
2024-25;Martin Maddison;Bournemouth;17;35;3115;3;4;3;0;7;0;Dif
2024-25;Mason Anderson;Manchester City;21;4;356;16;2;16;0;3;0;Att
2024-25;Harry Jesus;Watford;19;7;658;7;1;7;0;0;0;Cen
2024-25;Marcus Moraes;Crystal Palace;25;12;756;4;6;4;0;3;0;Dif
2024-25;Luke Mount;Bournemouth;30;6;462;1;4;1;0;6;0;Dif
2024-25;Virgil Gordon;Brighton;27;10;810;0;0;0;0;1;0;Por
2024-25;Erling Anderson;Nottingham Forest;23;7;595;4;4;4;1;4;0;Cen
2024-25;Bukayo Sterling;Liverpool;32;0;0;0;2;0;0;3;0;Dif
2024-25;Erling Haaland;Watford;31;27;2052;6;10;6;0;5;0;Cen
2024-25;Phil Foden;Crystal Palace;39;10;640;3;4;3;0;1;0;Dif
2024-25;Bukayo Salah;Sheffield United;17;37;2220;0;0;0;0;10;0;Por
2024-25;Ruben Heung-min;Nottingham Forest;31;28;1820;4;1;4;0;4;0;Dif
2024-25;Anthony Haaland;Newcastle;32;32;2016;2;3;2;0;9;0;Dif
2024-25;Jadon Rice;Leeds;33;27;1647;4;1;4;3;1;0;Cen
2024-25;Alisson Stones;Leicester;36;13;884;12;3;12;0;2;0;Cen
2024-25;Jadon Fernandes;Aston Villa;22;15;960;9;0;9;0;7;0;Cen
2024-25;Mohamed De Bruyne;Southampton;38;6;504;28;6;27;1;5;0;Att
2024-25;Kyle White;Leeds;31;22;1518;7;1;7;0;7;0;Cen
2024-25;John Jesus;Brighton;17;24;1488;22;15;21;1;3;0;Att
2024-25;Marcus Haaland;Newcastle;22;13;1235;4;11;4;0;6;0;Cen
2024-25;Bukayo De Bruyne;Everton;37;19;1520;1;0;1;0;2;0;Dif
2024-25;Jordan Salah;Aston Villa;39;20;1580;4;3;4;0;2;0;Dif
2024-25;Jadon Mount;West Ham;26;38;3306;12;14;12;0;5;0;Att
2024-25;James Odegaard;Sheffield United;37;25;1600;1;1;1;0;8;1;Dif
2024-25;Richarlison Rice;Sheffield United;29;35;2275;7;1;7;0;3;0;Dif
2024-25;Alisson Shaw;Manchester City;33;32;2624;7;2;7;0;5;0;Dif
2024-25;Alisson Dias;Southampton;18;2;148;4;1;4;0;8;0;Dif
2024-25;Luke Moraes;Leeds;39;18;1530;4;2;4;0;5;0;Dif
2024-25;Richarlison Rice;Arsenal;34;24;1632;15;2;15;0;6;0;Cen
2024-25;Jadon Moraes;Chelsea;33;6;402;2;6;2;0;12;0;Dif
2024-25;Erling Walker;Brighton;20;32;2304;15;11;15;0;5;0;Cen
2024-25;Luke Gordon;Aston Villa;35;5;310;2;5;2;0;0;0;Dif
2024-25;Bukayo De Bruyne;Watford;29;9;567;1;0;1;0;1;0;Dif
2024-25;Ederson Sterling;Everton;32;21;1407;0;2;0;0;8;0;Att
2024-25;Ederson Mount;Burnley;39;31;1891;29;5;29;0;9;0;Att
2024-25;Trent Henderson;Southampton;35;34;3230;8;9;8;1;10;0;Cen
2024-25;John Moraes;West Ham;28;11;858;26;10;26;0;11;0;Att
2024-25;Martin Salah;Liverpool;34;11;869;10;13;10;0;8;0;Att
2024-25;Ben Sterling;Aston Villa;34;25;2125;24;15;23;1;1;0;Att
2024-25;Jack Haaland;Watford;33;1;95;14;1;14;0;1;0;Cen
2024-25;Mason Becker;Crystal Palace;19;21;1470;8;3;8;0;8;0;Att
2024-25;Trent van Dijk;Chelsea;19;30;2580;20;5;19;1;7;0;Att
2024-25;Luke Haaland;Chelsea;28;3;210;4;1;4;1;8;0;Cen
2024-25;Harry Saka;Crystal Palace;21;18;1188;14;11;13;1;7;0;Att
2024-25;Raheem Jesus;Crystal Palace;40;24;2136;28;6;27;1;10;0;Att
2024-25;Jordan White;Luton Town;40;2;146;2;2;2;0;9;0;Dif
2024-25;Harry Jesus;Brighton;19;28;1960;5;0;5;0;10;0;Dif
2024-25;Ben Odegaard;Brentford;19;33;2376;5;6;5;0;3;2;Dif
2024-25;Trent Stones;Nottingham Forest;23;31;1984;7;0;7;0;4;0;Dif
2024-25;Bruno Jesus;Leicester;28;31;1891;28;1;23;5;9;0;Att
2024-25;Trent Grealish;Nottingham Forest;32;37;2849;2;7;2;0;7;0;Cen
2024-25;Mohamed Odegaard;Aston Villa;26;35;2380;7;5;7;1;10;0;Cen
2024-25;Anthony Anderson;Brentford;38;19;1767;3;4;3;1;4;0;Cen
2024-25;Ruben Heung-min;Aston Villa;32;6;426;7;1;7;0;4;0;Dif
2024-25;Alisson Anderson;Burnley;26;36;2268;1;0;1;0;6;0;Dif
2024-25;Ruben Jesus;Wolverhampton;22;2;140;6;6;6;0;7;0;Att
2024-25;Harry Foden;Burnley;33;23;1564;13;7;13;0;0;0;Cen
2024-25;Richarlison Martinez;Everton;33;15;1185;15;3;15;0;11;0;Att
2024-25;Emiliano White;Crystal Palace;22;18;1386;0;5;0;0;4;0;Dif
2024-25;Raheem Fernandes;Watford;37;16;1184;0;12;0;0;6;0;Cen
2024-25;Mason van Dijk;West Ham;40;6;462;3;1;3;0;3;2;Dif
2024-25;Emiliano Rashford;Fulham;26;19;1653;3;6;3;0;3;0;Dif
2024-25;John Martinez;West Ham;26;3;216;2;4;2;0;0;0;Dif
2024-25;Ben White;Arsenal;22;6;468;0;2;0;0;8;0;Dif
2024-25;John Haaland;Manchester United;29;7;532;3;6;3;0;3;0;Dif
2024-25;John Haaland;Leeds;30;2;164;11;3;11;0;8;0;Att
2024-25;Anthony Mount;Arsenal;32;11;869;0;4;0;0;7;0;Cen
2024-25;Mohamed De Bruyne;Crystal Palace;35;6;504;2;2;2;0;0;0;Dif
2024-25;Mohamed Heung-min;Brighton;24;15;1320;3;1;3;0;3;0;Dif
2024-25;Mohamed Stones;Sheffield United;25;9;558;8;13;7;1;1;0;Att
2024-25;Marcus Rashford;Fulham;38;36;2988;5;9;5;0;6;0;Cen
2024-25;Ederson Saka;Chelsea;24;24;1824;15;10;15;0;8;0;Cen
2024-25;Alisson Mount;Liverpool;39;38;2964;9;9;9;0;0;0;Cen
2024-25;Kevin Alexander-Arnold;Aston Villa;40;6;396;2;6;2;0;7;0;Dif
2024-25;Harry White;Burnley;31;13;1170;7;5;7;0;4;0;Dif
2024-25;James Rashford;West Ham;36;12;1044;2;13;0;2;6;0;Att
2024-25;Trent Stones;Wolverhampton;31;36;2988;11;6;11;0;2;0;Cen
2024-25;Phil Becker;West Ham;33;1;67;2;0;2;0;9;1;Dif
2024-25;John Dias;Newcastle;28;18;1656;29;14;29;0;5;0;Att
2024-25;Alisson Maddison;Arsenal;31;4;284;0;0;0;0;3;0;Por
2024-25;Bruno Shaw;Newcastle;17;34;3094;13;7;13;0;12;0;Cen
2024-25;Jadon Rashford;Everton;40;33;1980;11;2;11;0;7;0;Cen
2024-25;Marcus Heung-min;Bournemouth;29;19;1482;4;5;4;0;11;0;Dif
2024-25;Martin Jesus;West Ham;23;21;1491;2;2;2;0;0;0;Dif
2024-25;John Dias;Aston Villa;25;31;2356;0;0;0;0;10;0;Por
2024-25;Bruno Walker;Liverpool;28;0;0;6;0;6;0;10;0;Dif
2024-25;Trent Martinez;Leeds;22;33;2442;10;2;10;0;8;0;Att
2024-25;Bruno Henderson;Liverpool;26;24;1608;11;3;11;0;4;0;Cen
2024-25;Martin Sancho;Nottingham Forest;35;30;2310;4;3;4;0;9;0;Dif
2024-25;Emiliano White;Luton Town;35;28;2184;1;7;1;0;9;0;Cen
2024-25;Marcus Saka;Liverpool;22;3;285;7;3;7;0;10;0;Cen
2024-25;Anthony Odegaard;Bournemouth;21;22;1958;0;4;0;0;4;1;Dif
2024-25;Ben Jesus;Leeds;18;28;2464;1;9;1;0;7;0;Cen
2024-25;Erling Maddison;Tottenham;35;37;2590;15;6;15;0;4;0;Cen
2024-25;Richarlison De Bruyne;Arsenal;17;18;1170;7;0;6;0;4;0;Cen
2024-25;Richarlison van Dijk;Liverpool;18;19;1558;4;5;4;0;3;1;Dif
2024-25;Marcus Haaland;Everton;39;37;3071;5;4;5;0;9;0;Dif
2024-25;Alisson Saka;Bournemouth;40;26;1872;0;0;0;0;8;0;Por
2024-25;Anthony Becker;Brentford;19;11;693;2;4;2;0;6;0;Cen
2024-25;Ruben Sancho;Southampton;38;18;1224;20;11;17;3;12;0;Att
2024-25;Jack Rashford;Nottingham Forest;35;25;1525;17;9;16;1;12;0;Att
2024-25;Marcus Grealish;Arsenal;20;13;988;0;9;0;0;5;2;Cen
2024-25;Jadon De Bruyne;Everton;31;30;2400;0;3;0;0;11;0;Dif
2024-25;Jack Dias;Fulham;29;2;142;13;6;13;0;9;0;Att
2024-25;James Henderson;Luton Town;33;9;558;7;2;7;0;9;0;Dif
2024-25;Phil Haaland;Aston Villa;32;32;2880;15;1;15;0;9;0;Att
2024-25;Luke Rice;Liverpool;22;36;2988;5;6;5;0;0;0;Dif
2024-25;Mohamed Jesus;Manchester United;32;24;2064;1;3;1;0;2;0;Dif
2024-25;Trent Grealish;Leeds;30;33;2013;3;2;3;0;0;0;Dif
2024-25;Anthony Gordon;Tottenham;21;28;2520;7;0;7;0;11;0;Cen
2024-25;Phil Becker;Chelsea;18;12;972;0;0;0;0;10;0;Por
2024-25;Bruno Saka;Wolverhampton;23;35;3325;0;0;0;0;11;0;Por
2024-25;Ruben Heung-min;Manchester City;17;30;1950;12;2;12;0;1;0;Cen
2024-25;Anthony Rice;Leicester;22;4;304;18;5;18;0;2;0;Att
2024-25;Jack Saka;Aston Villa;34;24;1872;4;2;4;0;9;0;Dif
2024-25;Kevin Gordon;Brighton;30;30;2520;0;1;0;0;1;0;Por
2024-25;James Haaland;West Ham;22;7;665;3;2;3;0;7;0;Dif
2024-25;Ben Foden;Bournemouth;25;18;1188;13;0;13;0;5;0;Cen
2024-25;Richarlison White;Bournemouth;40;1;65;30;0;29;1;12;0;Att
2024-25;Bruno Dias;Tottenham;34;11;814;3;6;3;0;5;0;Dif
2024-25;John Gordon;Luton Town;24;29;2755;13;8;13;0;9;0;Cen
2024-25;Erling Fernandes;Nottingham Forest;31;0;0;6;3;6;0;10;0;Cen
2024-25;Kevin Anderson;Tottenham;24;11;847;0;0;0;0;6;0;Por
2024-25;Ederson Stones;Sheffield United;22;2;154;14;9;13;0;1;0;Cen
2024-25;Martin Foden;Wolverhampton;23;8;488;29;12;29;0;10;0;Att
2024-25;Gabriel van Dijk;Brighton;33;24;1512;10;7;10;0;7;0;Cen
2024-25;Gabriel Sterling;West Ham;30;3;231;2;7;2;0;8;0;Cen
2024-25;Emiliano Alexander-Arnold;Aston Villa;35;1;62;2;3;2;0;3;0;Dif
2024-25;James Moraes;Manchester City;34;2;172;0;0;0;0;11;0;Por
2024-25;Anthony van Dijk;Crystal Palace;34;38;2432;17;11;17;0;7;0;Att
2024-25;Ben Grealish;Burnley;23;6;396;13;2;13;0;11;0;Cen
2024-25;Mason Martinez;Liverpool;22;12;1068;13;11;13;0;8;0;Cen
2024-25;Jack Rashford;Burnley;35;33;2112;0;4;0;0;3;0;Dif
2024-25;Jordan Odegaard;Aston Villa;17;24;2088;1;2;1;0;6;0;Cen
2024-25;Ben Moraes;Brighton;24;12;948;3;11;3;0;4;0;Cen
2024-25;Anthony Salah;West Ham;40;19;1615;30;14;30;0;4;0;Att
2024-25;Virgil Martinez;Chelsea;33;6;360;6;1;6;0;8;0;Cen
2024-25;John Gordon;Sheffield United;30;8;704;2;5;2;0;6;0;Dif
2024-25;Kevin Salah;Wolverhampton;24;36;2484;8;11;6;2;11;0;Att
